Year;average_satisfaction_of_red_individuals;average_satisfaction_of_blue_individuals
25335;86.308;85.538
25340;86.308;85.538
25345;86.308;85.538
25350;86.308;85.538
25355;86.308;85.538
25360;86.308;85.538
25365;86.308;85.538
25370;86.308;85.538
25375;86.308;85.538
25380;86.308;85.538
25385;86.308;85.538
25390;86.308;85.538
25395;86.462;85.538
25400;86.462;85.538
25405;86.462;85.538
25410;86.462;85.538
25415;86.462;85.538
25420;86.462;85.538
25425;86.462;85.538
25430;86.462;85.538
25435;86.462;85.538
25440;86.462;85.538
25445;86.462;85.538
25450;86.462;85.538
25455;86.462;85.538
25460;86.462;85.538
25465;86.462;85.538
25470;86.462;85.538
25475;86.462;85.538
25480;86.462;85.538
25485;86.462;85.538
25490;86.462;85.538
25495;86.462;85.538
25500;86.462;85.538
25505;86.462;85.538
25510;86.462;85.538
25515;86.462;85.538
25520;86.462;85.538
25525;86.462;85.538
25530;86.462;85.538
25535;86.462;85.538
25540;86.462;85.538
25545;86.462;85.538
25550;86.462;85.538
25555;86.462;85.538
25560;86.462;85.538
25565;86.462;85.538
25570;86.462;85.538
25575;86.462;85.538
25580;86.462;85.538
25585;86.462;85.538
25590;86.462;85.538
25595;86.462;85.538
25600;86.462;85.538
25605;86.462;85.538
25610;86.462;85.538
25615;86.462;85.538
25620;86.462;85.538
25625;86.462;85.538
25630;86.462;85.538
25635;86.462;85.538
25640;86.462;85.538
25645;86.462;85.385
25650;86.462;85.385
25655;86.462;85.385
25660;86.462;85.385
25665;86.462;85.385
25670;86.462;85.385
25675;86.462;85.385
25680;86.462;85.385
25685;86.462;85.385
25690;86.462;85.385
25695;86.462;85.385
25700;86.462;85.385
25705;86.462;85.385
25710;86.462;85.385
25715;86.462;85.385
25720;86.462;85.385
25725;86.462;85.385
25730;86.462;85.385
25735;86.462;85.385
25740;86.462;85.385
25745;86.615;85.385
25750;86.615;85.385
25755;86.615;85.385
25760;86.615;85.385
25765;86.615;85.385
25770;86.615;85.385
25775;86.615;85.385
25780;86.615;85.385
25785;86.615;85.385
25790;86.615;85.385
25795;86.615;85.385
25800;86.615;85.385
25805;86.615;85.385
25810;86.615;85.385
25815;86.615;85.385
25820;86.615;85.385
25825;86.615;85.385
25830;86.615;85.385
25835;86.615;85.385
25840;86.615;85.385
25845;86.615;85.385
25850;86.615;85.385
25855;86.615;85.385
25860;86.615;85.385
25865;86.615;85.385
25870;86.615;85.385
25875;86.615;85.385
25880;86.615;85.385
25885;86.615;85.385
25890;86.615;85.385
25895;86.615;85.385
25900;86.615;85.385
25905;86.615;85.385
25910;86.615;85.385
25915;86.615;85.385
25920;86.615;85.385
25925;86.615;85.385
25930;86.615;85.385
25935;86.615;85.385
25940;86.615;85.385
25945;86.615;85.385
25950;86.615;85.385
25955;86.615;85.385
25960;86.615;85.385
25965;86.615;85.385
25970;86.615;85.385
25975;86.615;85.385
25980;86.615;85.385
25985;86.615;85.385
25990;86.615;85.385
25995;86.615;85.385
26000;86.615;85.385
26005;86.615;85.385
26010;86.615;85.385
26015;86.615;85.385
26020;86.615;85.385
26025;86.615;85.385
26030;86.615;85.385
26035;86.615;85.385
26040;86.615;85.385
26045;86.615;85.538
26050;86.615;85.538
26055;86.615;85.538
26060;86.615;85.538
26065;86.615;85.538
26070;86.615;85.538
26075;86.615;85.538
26080;86.615;85.538
26085;86.615;85.538
26090;86.615;85.538
26095;86.615;85.538
26100;86.615;85.538
26105;86.615;85.538
26110;86.615;85.538
26115;86.615;85.538
26120;86.615;85.538
26125;86.615;85.538
26130;86.615;85.538
26135;86.615;85.538
26140;86.615;85.538
26145;86.615;85.538
26150;86.615;85.538
26155;86.615;85.538
26160;86.615;85.538
26165;86.615;85.538
26170;86.615;85.538
26175;86.615;85.538
26180;86.615;85.538
26185;86.615;85.538
26190;86.615;85.538
26195;86.615;85.538
26200;86.615;85.538
26205;86.615;85.538
26210;86.615;85.538
26215;86.615;85.538
26220;86.615;85.538
26225;86.615;85.538
26230;86.615;85.538
26235;86.615;85.538
26240;86.615;85.538
26245;86.615;85.538
26250;86.615;85.538
26255;86.615;85.538
26260;86.615;85.538
26265;86.615;85.538
26270;86.615;85.538
26275;86.615;85.538
26280;86.615;85.538
26285;86.615;85.538
26290;86.615;85.538
26295;86.615;85.538
26300;86.615;85.538
26305;86.769;85.538
26310;86.769;85.538
26315;86.923;85.538
26320;86.923;85.538
26325;86.923;85.538
26330;86.923;85.538
26335;87.077;85.538
26340;86.923;85.538
26345;86.923;85.538
26350;86.923;85.538
26355;86.923;85.538
26360;86.923;85.538
26365;86.923;85.692
26370;86.923;85.692
26375;86.923;85.692
26380;86.923;85.692
26385;86.923;85.692
26390;86.923;85.692
26395;86.923;85.692
26400;86.923;85.692
26405;86.923;85.692
26410;86.923;85.692
26415;86.923;85.692
26420;86.923;85.692
26425;86.923;85.692
26430;86.923;85.692
26435;86.923;85.692
26440;86.923;85.692
26445;86.923;85.692
26450;86.923;85.692
26455;86.923;85.692
26460;86.923;85.692
26465;86.923;85.692
26470;86.923;85.692
26475;86.769;85.692
26480;86.769;85.692
26485;86.769;85.692
26490;86.769;85.692
26495;86.769;85.692
26500;86.769;85.692
26505;86.769;85.538
26510;86.769;85.538
26515;86.769;85.538
26520;86.615;85.538
26525;86.615;85.692
26530;86.615;85.692
26535;86.615;85.692
26540;86.615;85.692
26545;86.615;85.692
26550;86.615;85.692
26555;86.615;85.692
26560;86.615;85.692
26565;86.615;85.692
26570;86.615;85.692
26575;86.615;85.692
26580;86.615;85.692
26585;86.615;85.692
26590;86.615;85.692
26595;86.615;85.692
26600;86.615;85.692
26605;86.615;85.692
26610;86.615;85.692
26615;86.615;85.692
26620;86.615;85.692
26625;86.615;85.692
26630;86.615;85.692
26635;86.615;85.692
26640;86.615;85.692
26645;86.615;85.692
26650;86.615;85.692
26655;86.615;85.692
26660;86.615;85.692
26665;86.615;85.692
26670;86.615;85.692
26675;86.615;85.692
26680;86.615;85.692
26685;86.615;85.692
26690;86.615;85.692
26695;86.615;85.692
26700;86.615;85.692
26705;86.615;85.692
26710;86.615;85.692
26715;86.615;85.692
26720;86.615;85.692
26725;86.615;85.692
26730;86.615;85.692
26735;86.615;85.692
26740;86.615;85.692
26745;86.615;85.692
26750;86.615;85.692
26755;86.615;85.692
26760;86.615;85.692
26765;86.615;85.692
26770;86.615;85.692
26775;86.615;85.692
26780;86.615;85.692
26785;86.615;85.692
26790;86.615;85.692
26795;86.615;85.692
26800;86.615;85.692
26805;86.615;85.692
26810;86.615;85.692
26815;86.615;85.692
26820;86.615;85.692
26825;86.615;85.692
26830;86.615;85.692
26835;86.615;85.692
26840;86.615;85.692
26845;86.615;85.692
26850;86.615;85.692
26855;86.769;85.692
26860;86.769;85.692
26865;86.769;85.692
26870;86.923;85.692
26875;86.923;85.692
26880;86.923;85.692
26885;86.923;85.692
26890;86.923;85.692
26895;86.923;85.692
26900;86.923;85.692
26905;86.923;85.692
26910;86.923;85.692
26915;86.923;85.692
26920;86.923;85.692
26925;86.923;85.692
26930;86.923;85.692
26935;86.923;85.692
26940;86.923;85.692
26945;86.923;85.692
26950;86.923;85.692
26955;86.923;85.692
26960;86.923;85.692
26965;86.923;85.692
26970;86.923;85.692
26975;86.923;85.692
26980;86.923;85.692
26985;86.923;85.692
26990;86.923;85.692
26995;87.077;85.692
27000;87.077;85.692
27005;87.077;85.692
27010;87.231;85.692
27015;87.231;85.692
27020;87.231;85.692
27025;87.231;85.692
27030;87.077;85.692
27035;87.077;85.692
27040;87.077;85.692
27045;87.077;85.692
27050;87.077;85.692
27055;87.077;85.692
27060;87.077;85.692
27065;87.077;85.692
27070;87.077;85.692
27075;87.077;85.692
27080;87.077;85.692
27085;87.077;85.692
27090;87.077;85.692
27095;87.077;85.692
27100;87.077;85.692
27105;87.077;85.692
27110;87.077;85.692
27115;87.077;85.692
27120;87.077;85.692
27125;87.077;85.692
27130;87.077;85.692
27135;87.077;85.692
27140;87.077;85.692
27145;87.077;85.692
27150;87.077;85.692
27155;87.077;85.692
27160;87.077;85.692
27165;87.077;85.692
27170;87.077;85.692
27175;87.077;85.692
27180;87.077;85.692
27185;87.077;85.692
27190;87.077;85.692
27195;87.077;85.692
27200;87.077;85.692
27205;87.077;85.692
27210;87.077;85.692
27215;87.077;85.692
27220;87.077;85.692
27225;87.077;85.692
27230;87.077;85.692
27235;87.077;85.692
27240;87.077;85.692
27245;87.077;85.692
27250;87.077;85.692
27255;87.077;85.692
27260;87.077;85.692
27265;87.077;85.692
27270;87.231;85.692
27275;87.231;85.692
27280;87.231;85.692
27285;87.231;85.846
27290;87.231;85.846
27295;87.231;85.846
27300;87.231;85.846
27305;87.231;85.846
27310;87.231;85.846
27315;87.231;85.846
27320;87.231;85.846
27325;87.385;85.846
27330;87.385;85.846
27335;87.385;85.846
27340;87.385;85.846
27345;87.385;85.846
27350;87.385;85.846
27355;87.385;85.846
27360;87.385;85.846
27365;87.385;85.846
27370;87.385;85.846
27375;87.385;85.846
27380;87.385;85.846
27385;87.385;85.846
27390;87.385;85.846
27395;87.385;85.846
27400;87.385;85.846
27405;87.385;85.846
27410;87.385;85.846
27415;87.385;85.846
27420;87.385;85.846
27425;87.385;85.846
27430;87.385;85.846
27435;87.385;85.846
27440;87.385;85.846
27445;87.385;85.846
27450;87.385;85.846
27455;87.385;85.846
27460;87.385;85.846
27465;87.385;85.846
27470;87.385;85.846
27475;87.385;85.846
27480;87.385;85.846
27485;87.385;85.846
27490;87.385;85.846
27495;87.385;85.846
27500;87.385;85.846
27505;87.385;85.846
27510;87.385;85.846
27515;87.385;85.846
27520;87.385;85.846
27525;87.385;85.846
27530;87.385;85.846
27535;87.385;85.846
27540;87.385;85.846
27545;87.385;85.846
27550;87.385;85.846
27555;87.385;85.846
27560;87.385;85.846
27565;87.385;85.846
27570;87.385;85.846
27575;87.385;85.846
27580;87.385;85.846
27585;87.385;85.846
27590;87.385;85.846
27595;87.385;85.846
27600;87.385;85.846
27605;87.385;85.846
27610;87.385;85.846
27615;87.385;86.0
27620;87.385;86.0
27625;87.385;86.0
27630;87.385;86.0
27635;87.385;86.0
27640;87.385;86.0
27645;87.385;86.0
27650;87.385;86.0
27655;87.385;86.0
27660;87.385;86.0
27665;87.385;86.0
27670;87.385;86.0
27675;87.385;86.0
27680;87.385;86.0
27685;87.385;86.0
27690;87.385;86.0
27695;87.385;86.0
27700;87.385;86.154
27705;87.385;86.154
27710;87.385;86.154
27715;87.385;86.154
27720;87.385;86.154
27725;87.385;86.154
27730;87.385;86.154
27735;87.385;86.154
27740;87.385;86.154
27745;87.385;86.154
27750;87.385;86.154
27755;87.385;86.154
27760;87.385;86.154
27765;87.385;86.154
27770;87.385;86.154
27775;87.385;86.154
27780;87.385;86.154
27785;87.385;86.154
27790;87.385;86.154
27795;87.385;86.154
27800;87.385;86.154
27805;87.385;86.154
27810;87.385;86.154
27815;87.385;86.154
27820;87.385;86.154
27825;87.385;86.154
27830;87.385;86.154
27835;87.385;86.154
27840;87.385;86.154
27845;87.231;86.154
27850;87.231;86.154
27855;87.231;86.154
27860;87.231;86.154
27865;87.231;86.154
27870;87.231;86.154
27875;87.231;86.154
27880;87.231;86.154
27885;87.231;86.154
27890;87.231;86.154
27895;87.231;86.154
27900;87.231;86.154
27905;87.231;86.154
27910;87.231;86.154
27915;87.231;86.154
27920;87.231;86.154
27925;87.231;86.154
27930;87.231;86.154
27935;87.231;86.154
27940;87.231;86.154
27945;87.231;86.154
27950;87.231;86.154
27955;87.231;86.154
27960;87.231;86.154
27965;87.231;86.154
27970;87.231;86.154
27975;87.231;86.154
27980;87.231;86.154
27985;87.231;86.154
27990;87.231;86.154
27995;87.231;86.154
28000;87.231;86.154
28005;87.231;86.154
28010;87.231;86.154
28015;87.231;86.154
28020;87.231;86.154
28025;87.231;86.154
28030;87.231;86.154
28035;87.231;86.154
28040;87.231;86.154
28045;87.231;86.154
28050;87.231;86.154
28055;87.231;86.154
28060;87.231;86.154
28065;87.231;86.154
28070;87.231;86.154
28075;87.231;86.154
28080;87.231;86.154
28085;87.231;86.154
28090;87.231;86.154
28095;87.231;86.154
28100;87.231;86.154
28105;87.231;86.154
28110;87.231;86.154
28115;87.231;86.154
28120;87.231;86.308
28125;87.231;86.308
28130;87.231;86.308
28135;87.231;86.308
28140;87.231;86.308
28145;87.231;86.308
28150;87.231;86.308
28155;87.231;86.308
28160;87.385;86.308
28165;87.385;86.308
28170;87.385;86.308
28175;87.385;86.308
28180;87.385;86.308
28185;87.385;86.308
28190;87.385;86.308
28195;87.385;86.308
28200;87.385;86.308
28205;87.385;86.308
28210;87.385;86.308
28215;87.385;86.308
28220;87.385;86.308
28225;87.385;86.308
28230;87.385;86.308
28235;87.385;86.308
28240;87.385;86.308
28245;87.385;86.308
28250;87.385;86.308
28255;87.385;86.308
28260;87.385;86.308
28265;87.385;86.308
28270;87.385;86.308
28275;87.385;86.308
28280;87.385;86.308
28285;87.385;86.308
28290;87.385;86.308
28295;87.385;86.308
28300;87.385;86.308
28305;87.385;86.308
28310;87.385;86.308
28315;87.385;86.308
28320;87.385;86.308
28325;87.385;86.308
28330;87.385;86.308
28335;87.385;86.308
28340;87.385;86.308
28345;87.385;86.308
28350;87.385;86.308
28355;87.385;86.308
28360;87.385;86.308
28365;87.385;86.308
28370;87.385;86.308
28375;87.385;86.308
28380;87.385;86.308
28385;87.385;86.308
28390;87.385;86.308
28395;87.538;86.308
28400;87.538;86.308
28405;87.538;86.308
28410;87.538;86.308
28415;87.538;86.308
28420;87.538;86.308
28425;87.538;86.308
28430;87.538;86.308
28435;87.538;86.308
28440;87.538;86.308
28445;87.538;86.308
28450;87.538;86.308
28455;87.538;86.308
28460;87.538;86.308
28465;87.538;86.308
28470;87.538;86.308
28475;87.538;86.308
28480;87.538;86.308
28485;87.538;86.308
28490;87.538;86.308
28495;87.538;86.308
28500;87.538;86.308
28505;87.538;86.308
28510;87.538;86.308
28515;87.538;86.308
28520;87.538;86.308
28525;87.538;86.308
28530;87.538;86.308
28535;87.538;86.308
28540;87.538;86.308
28545;87.538;86.308
28550;87.538;86.308
28555;87.538;86.308
28560;87.538;86.308
28565;87.538;86.308
28570;87.538;86.308
28575;87.538;86.308
28580;87.538;86.308
28585;87.538;86.308
28590;87.538;86.308
28595;87.538;86.308
28600;87.538;86.308
28605;87.538;86.308
28610;87.538;86.308
28615;87.538;86.308
28620;87.538;86.308
28625;87.692;86.308
28630;87.692;86.308
28635;87.692;86.308
28640;87.692;86.308
28645;87.692;86.462
28650;87.692;86.462
28655;87.692;86.462
28660;87.692;86.462
28665;87.692;86.462
28670;87.692;86.462
28675;87.846;86.462
28680;87.846;86.462
28685;87.846;86.462
28690;87.846;86.462
28695;87.846;86.462
28700;87.846;86.462
28705;88.0;86.462
28710;88.0;86.462
28715;88.0;86.462
28720;88.0;86.462
28725;88.0;86.462
28730;88.0;86.462
28735;88.0;86.462
28740;88.0;86.462
28745;88.0;86.462
28750;88.0;86.462
28755;88.0;86.462
28760;88.0;86.462
28765;88.0;86.462
28770;88.0;86.462
28775;88.0;86.462
28780;88.0;86.462
28785;88.0;86.462
28790;88.0;86.462
28795;88.0;86.462
28800;88.0;86.462
28805;88.0;86.462
28810;88.0;86.462
28815;88.0;86.462
28820;88.0;86.462
28825;88.0;86.462
28830;88.0;86.462
28835;88.0;86.462
28840;88.0;86.462
28845;88.0;86.462
28850;88.0;86.462
28855;88.0;86.462
28860;88.0;86.462
28865;88.0;86.462
28870;88.0;86.462
28875;88.0;86.462
28880;88.0;86.462
28885;88.0;86.462
28890;88.0;86.462
28895;88.0;86.462
28900;88.0;86.462
28905;88.0;86.462
28910;88.0;86.462
28915;88.0;86.462
28920;88.0;86.462
28925;88.0;86.462
28930;88.0;86.462
28935;88.0;86.462
28940;88.0;86.462
28945;88.0;86.462
28950;88.0;86.462
28955;88.0;86.462
28960;88.0;86.462
28965;88.0;86.462
28970;88.0;86.462
28975;88.0;86.462
28980;88.0;86.462
28985;88.0;86.462
28990;88.0;86.462
28995;88.0;86.462
29000;88.0;86.462
29005;88.0;86.462
29010;88.0;86.462
29015;88.0;86.462
29020;88.0;86.462
29025;88.0;86.462
29030;88.0;86.462
29035;88.0;86.462
29040;88.0;86.462
29045;88.0;86.462
29050;88.0;86.462
29055;88.0;86.462
29060;88.0;86.462
29065;88.0;86.462
29070;88.0;86.462
29075;88.0;86.462
29080;88.0;86.462
29085;88.0;86.462
29090;88.0;86.462
29095;88.0;86.462
29100;88.0;86.462
29105;88.0;86.462
29110;88.0;86.462
29115;88.0;86.462
29120;88.0;86.462
29125;88.0;86.462
29130;88.0;86.462
29135;88.0;86.462
29140;88.0;86.462
29145;88.0;86.462
29150;88.0;86.462
29155;88.0;86.462
29160;88.0;86.462
29165;88.0;86.462
29170;88.0;86.462
29175;88.0;86.462
29180;88.0;86.462
29185;88.0;86.462
29190;88.0;86.462
29195;88.0;86.462
29200;88.0;86.462
29205;88.0;86.462
29210;88.0;86.462
29215;88.0;86.462
29220;88.0;86.462
29225;88.0;86.462
29230;88.0;86.462
29235;88.0;86.462
29240;88.0;86.462
29245;88.0;86.462
29250;88.0;86.462
29255;88.0;86.462
29260;88.0;86.462
29265;88.0;86.462
29270;88.0;86.462
29275;88.0;86.462
29280;88.0;86.462
29285;88.0;86.462
29290;88.0;86.462
29295;88.0;86.462
29300;88.0;86.462
29305;88.0;86.462
29310;88.0;86.462
29315;88.0;86.462
29320;88.0;86.462
29325;88.0;86.462
29330;88.0;86.462
29335;88.0;86.462
29340;88.0;86.462
29345;88.0;86.462
29350;88.0;86.462
29355;88.0;86.462
29360;87.846;86.462
29365;87.846;86.462
29370;87.846;86.462
29375;87.846;86.462
29380;87.846;86.462
29385;87.846;86.462
29390;87.846;86.462
29395;87.846;86.462
29400;87.846;86.462
29405;87.846;86.462
29410;87.846;86.462
29415;87.846;86.462
29420;87.846;86.462
29425;87.846;86.462
29430;87.846;86.462
29435;87.846;86.615
29440;87.846;86.615
29445;87.846;86.615
29450;87.846;86.615
29455;87.846;86.615
29460;87.846;86.615
29465;87.846;86.615
29470;87.846;86.615
29475;87.846;86.615
29480;87.846;86.615
29485;87.846;86.615
29490;87.846;86.615
29495;87.846;86.615
29500;87.846;86.615
29505;87.846;86.615
29510;87.846;86.615
29515;87.846;86.615
29520;87.846;86.615
29525;87.846;86.615
29530;87.846;86.615
29535;87.846;86.769
29540;87.846;86.769
29545;87.846;86.769
29550;87.846;86.769
29555;87.846;86.769
29560;87.846;86.769
29565;87.846;86.769
29570;87.846;86.769
29575;87.846;86.769
29580;87.846;86.769
29585;87.846;86.769
29590;87.846;86.769
29595;87.846;86.769
29600;87.846;86.769
29605;87.846;86.769
29610;87.846;86.769
29615;87.846;86.769
29620;87.846;86.769
29625;87.846;86.769
29630;87.846;86.769
29635;87.846;86.769
29640;87.846;86.769
29645;87.846;86.769
29650;87.846;86.769
29655;87.846;86.769
29660;87.846;86.769
29665;87.846;86.769
29670;87.692;86.769
29675;87.692;86.769
29680;87.692;86.769
29685;87.692;86.769
29690;87.692;86.769
29695;87.692;86.769
29700;87.692;86.769
29705;87.692;86.769
29710;87.692;86.769
29715;87.692;86.769
29720;87.692;86.769
29725;87.692;86.769
29730;87.692;86.769
29735;87.692;86.769
29740;87.692;86.769
29745;87.692;86.769
29750;87.692;86.769
29755;87.692;86.769
29760;87.692;86.769
29765;87.692;86.769
29770;87.692;86.769
29775;87.692;86.769
29780;87.692;86.769
29785;87.692;86.769
29790;87.692;86.769
29795;87.692;86.769
29800;87.692;86.769
29805;87.692;86.769
29810;87.692;86.769
29815;87.692;86.769
29820;87.692;86.769
29825;87.692;86.769
29830;87.692;86.769
29835;87.692;86.769
29840;87.692;86.769
29845;87.692;86.769
29850;87.692;86.769
29855;87.692;86.769
29860;87.538;86.769
29865;87.538;86.769
29870;87.538;86.769
29875;87.538;86.769
29880;87.538;86.769
29885;87.538;86.769
29890;87.538;86.769
29895;87.538;86.769
29900;87.538;86.769
29905;87.538;86.769
29910;87.538;86.769
29915;87.538;86.769
29920;87.538;86.769
29925;87.538;86.769
29930;87.538;86.769
29935;87.538;86.769
29940;87.538;86.769
29945;87.538;86.769
29950;87.538;86.769
29955;87.538;86.769
29960;87.538;86.769
29965;87.538;86.769
29970;87.538;86.769
29975;87.692;86.769
29980;87.692;86.769
29985;87.692;86.769
29990;87.692;86.769
29995;87.692;86.769
30000;87.692;86.769
30005;87.692;86.769
30010;87.692;86.769
30015;87.692;86.769
30020;87.692;86.769
30025;87.692;86.769
30030;87.692;86.769
30035;87.692;86.769
30040;87.692;86.769
30045;87.692;86.769
30050;87.692;86.769
30055;87.692;86.769
30060;87.692;86.769
30065;87.692;86.769
30070;87.692;86.769
30075;87.692;86.769
30080;87.692;86.769
30085;87.692;86.769
30090;87.692;86.769
30095;87.692;86.769
30100;87.692;86.769
30105;87.692;86.769
30110;87.692;86.769
30115;87.692;86.769
30120;87.692;86.769
30125;87.692;86.769
30130;87.692;86.923
30135;87.692;86.923
30140;87.692;86.923
30145;87.692;86.923
30150;87.692;86.923
30155;87.692;86.923
30160;87.692;86.923
30165;87.692;86.923
30170;87.692;86.923
30175;87.692;86.923
30180;87.692;86.923
30185;87.692;86.923
30190;87.692;86.923
30195;87.692;86.923
30200;87.692;86.923
30205;87.692;86.923
30210;87.692;86.923
30215;87.692;86.923
30220;87.692;86.923
30225;87.692;86.923
30230;87.692;86.923
30235;87.692;86.923
30240;87.692;86.923
30245;87.846;86.923
30250;87.846;86.923
30255;87.846;86.923
30260;87.846;86.923
30265;87.846;86.923
30270;87.846;86.923
30275;87.846;86.923
30280;87.846;86.923
30285;87.846;87.077
30290;87.846;87.077
30295;87.846;87.077
30300;87.846;87.077
30305;87.846;87.077
30310;87.846;87.077
30315;87.846;87.077
30320;87.846;87.077
30325;87.846;87.077
30330;87.846;87.077
30335;87.846;87.077
30340;87.846;87.077
30345;87.846;87.077
30350;87.846;87.077
30355;87.846;87.077
30360;87.846;87.077
30365;87.846;87.077
30370;87.846;87.077
30375;87.846;87.077
30380;87.846;87.077
30385;87.846;87.077
30390;87.846;87.077
30395;87.846;87.077
30400;87.846;87.077
30405;87.846;87.077
30410;87.846;87.077
30415;87.846;87.077
30420;87.846;87.077
30425;87.846;87.077
30430;87.846;87.077
30435;87.846;87.077
30440;87.846;87.077
30445;87.846;87.077
30450;87.846;87.077
30455;87.846;87.077
30460;87.846;87.077
30465;87.846;87.077
30470;87.846;87.077
30475;87.846;87.077
30480;87.846;87.077
30485;87.846;87.077
30490;87.846;87.077
30495;87.846;87.077
30500;87.846;87.077
30505;87.846;87.077
30510;87.846;87.077
30515;87.846;87.077
30520;87.846;87.077
30525;87.846;87.077
30530;87.846;87.077
30535;87.846;87.077
30540;87.846;87.077
30545;87.846;87.077
30550;87.846;87.077
30555;87.846;87.077
30560;87.846;87.077
30565;87.846;87.077
30570;87.846;87.077
30575;87.846;87.077
30580;87.846;87.077
30585;87.846;87.077
30590;87.846;87.077
30595;87.846;87.077
30600;87.846;87.077
30605;87.846;87.077
30610;87.846;87.077
30615;87.846;87.077
30620;87.846;87.077
30625;87.846;87.077
30630;87.846;87.077
30635;87.846;87.077
30640;87.846;87.077
30645;87.846;87.077
30650;87.846;87.077
30655;87.846;87.077
30660;87.846;87.077
30665;87.846;87.077
30670;87.846;87.077
30675;87.846;87.077
30680;87.846;87.077
30685;87.846;87.077
30690;87.846;87.077
30695;87.846;87.077
30700;87.846;87.077
30705;87.846;87.077
30710;87.846;87.077
30715;87.846;87.077
30720;87.846;87.077
30725;87.846;87.077
30730;87.846;87.077
30735;87.846;87.077
30740;87.846;87.077
30745;87.846;87.077
30750;87.846;87.077
30755;87.846;87.077
30760;87.846;87.077
30765;87.846;87.077
30770;87.846;87.077
30775;87.846;87.077
30780;87.846;87.077
30785;87.846;87.077
30790;87.846;87.077
30795;87.846;87.077
30800;87.846;87.077
30805;87.846;87.077
30810;87.846;87.077
30815;87.846;87.077
30820;87.846;87.077
30825;87.846;87.077
30830;87.846;87.077
30835;87.846;87.077
30840;87.846;87.077
30845;87.846;87.077
30850;87.846;87.077
30855;87.846;87.077
30860;87.846;87.077
30865;87.846;87.077
30870;87.846;87.077
30875;87.846;87.077
30880;87.846;87.077
30885;87.846;87.077
30890;87.846;87.077
30895;87.846;87.077
30900;87.846;87.077
30905;87.846;87.077
30910;87.846;87.077
30915;87.846;87.077
30920;87.846;87.077
30925;87.846;87.077
30930;87.846;87.077
30935;87.846;87.077
30940;87.846;87.077
30945;87.846;87.077
30950;87.846;87.077
30955;87.846;87.077
30960;87.846;87.077
30965;87.846;87.077
30970;87.846;87.077
30975;87.846;87.077
30980;87.846;87.077
30985;87.846;87.077
30990;87.846;87.077
30995;87.846;87.077
31000;87.846;87.077
31005;87.846;87.077
31010;87.846;87.077
31015;87.846;87.077
31020;87.846;87.077
31025;87.846;87.077
31030;87.846;87.077
31035;87.846;87.077
31040;87.846;87.077
31045;87.846;87.077
31050;87.846;87.077
31055;87.846;87.077
31060;87.846;87.077
31065;87.846;87.077
31070;87.846;87.077
31075;87.846;87.077
31080;87.846;87.077
31085;87.846;87.077
31090;87.846;87.077
31095;87.846;87.077
31100;87.846;87.077
31105;87.846;87.077
31110;87.846;87.077
31115;87.846;87.077
31120;87.846;87.077
31125;87.846;87.077
31130;87.846;87.077
31135;87.846;87.077
31140;87.846;87.077
31145;87.846;87.077
31150;87.846;87.077
31155;87.846;87.077
31160;87.846;87.077
31165;87.846;87.077
31170;87.846;87.077
31175;87.846;87.077
31180;87.846;87.077
31185;87.846;87.077
31190;87.846;87.077
31195;87.846;87.077
31200;87.846;87.077
31205;87.846;87.077
31210;87.846;87.077
31215;87.846;87.077
31220;87.846;87.077
31225;87.846;87.077
31230;87.846;87.077
31235;87.846;87.077
31240;87.846;87.077
31245;87.846;87.077
31250;87.846;87.077
31255;87.846;87.077
31260;87.846;87.077
31265;87.846;87.077
31270;87.846;87.077
31275;87.846;87.077
31280;87.846;87.077
31285;87.846;87.077
31290;87.846;87.077
31295;87.846;87.077
31300;87.846;87.077
31305;87.846;87.077
31310;87.846;87.077
31315;87.846;87.231
31320;87.846;87.231
31325;87.846;87.231
31330;87.846;87.231
31335;87.846;87.231
31340;87.846;87.231
31345;88.0;87.231
31350;88.0;87.231
31355;88.0;87.231
31360;88.0;87.231
31365;87.846;87.231
31370;87.846;87.231
31375;87.846;87.231
31380;87.846;87.231
31385;87.846;87.231
31390;87.846;87.231
31395;87.846;87.231
31400;87.846;87.231
31405;87.846;87.231
31410;88.0;87.231
31415;88.0;87.231
31420;88.0;87.231
31425;88.0;87.231
31430;88.0;87.231
31435;88.0;87.231
31440;88.0;87.231
31445;88.0;87.231
31450;88.0;87.231
31455;88.0;87.231
31460;88.0;87.231
31465;88.0;87.231
31470;88.0;87.231
31475;88.0;87.231
31480;88.0;87.231
31485;88.0;87.231
31490;88.0;87.231
31495;88.0;87.231
31500;88.0;87.231
31505;88.0;87.231
31510;88.0;87.231
31515;88.0;87.231
31520;88.0;87.231
31525;88.0;87.231
31530;88.0;87.231
31535;88.0;87.231
31540;88.0;87.231
31545;88.0;87.231
31550;88.0;87.231
31555;88.0;87.231
31560;88.0;87.231
31565;88.0;87.231
31570;88.0;87.231
31575;88.0;87.231
31580;88.0;87.231
31585;88.0;87.231
31590;88.0;87.231
31595;88.0;87.231
31600;88.0;87.231
31605;88.0;87.231
31610;88.0;87.231
31615;88.0;87.385
31620;88.154;87.385
31625;88.154;87.385
31630;88.154;87.385
31635;88.154;87.385
31640;88.154;87.385
31645;88.154;87.385
31650;88.154;87.385
31655;88.154;87.385
31660;88.154;87.385
31665;88.154;87.385
31670;88.154;87.385
31675;88.154;87.385
